Depth,Mg
1522.865,0.84
1522.875,0.876
1522.885,1.032
1522.895,1.361
1522.905,1.721
1522.915,2.169
1522.925,2.797
1522.945,3.049
1522.955,2.482
1522.975,1.89
1522.985,1.546
1522.995,1.587
1523.005,1.336
1523.015,1.137
1523.025,1.13
1523.035,1.282
1523.045,1.663
1523.055,2.271
1523.065,2.672
1523.075,2.659
1523.085,2.417
1523.095,2.215
1523.105,2.139
1523.115,2.051
1523.125,2.019
1523.135,2.182
1523.145,2.283
1523.155,1.954
1523.165,1.568
1523.175,1.489
1523.185,1.554
1523.195,1.898
1523.205,2.445
1523.215,2.74
1523.225,2.725
1523.235,2.581
1523.245,2.382
1523.255,2.197
1523.265,1.908
1523.275,1.533
1523.285,1.188
1523.295,0.919
1523.305,0.839
1523.315,0.938
1523.325,1.098
1523.335,1.134
1523.345,1.065
1523.355,1.132
1523.365,1.374
1523.375,1.758
1523.385,2.008
1523.395,2.01
1523.405,1.73
1523.415,1.466
1523.425,1.296
1523.435,1.627
1523.445,2.082
1523.455,2.381
1523.465,2.322
1523.475,2.021
1523.485,1.863
1523.495,1.811
1523.505,1.827
1523.515,1.734
1523.525,1.367
1523.535,0.982
1523.545,0.916
1523.555,1.023
1523.565,1.22
1523.575,1.543
1523.585,1.951
1523.595,2.62
1523.605,3.51
1523.615,3.661
1523.625,2.996
1523.635,2.597
1523.645,2.894
1523.655,2.748
1523.665,2.24
1523.675,1.517
1523.685,0.858
1523.695,0.565
1523.705,0.616
1523.715,0.72
1523.725,0.72
1523.775,1.623
1523.785,1.94
1523.795,2.087
1523.805,1.758
1523.815,1.125
1523.825,0.738
1523.835,0.774
1523.845,0.837
1523.855,0.951
1523.865,1.284
1523.875,1.784
1523.885,2.272
1523.895,2.641
1523.905,2.824
1523.915,2.634
1523.925,2.178
1523.935,1.795
1523.945,1.472
1523.955,1.29
1523.965,1.386
1523.975,1.625
1523.985,1.961
1524.005,1.885
1524.015,1.805
1524.025,1.757
1524.035,1.707
1524.045,2.001
1524.055,2.348
1524.065,2.325
1524.075,2.232
1524.085,1.932
1524.095,1.499
1524.105,1.313
1524.115,1.556
1524.125,2.01
1524.135,2.41
1524.145,2.594
1524.155,2.733
1524.165,3.206
1524.175,3.778
1524.185,4.061
1524.195,3.963
1524.205,3.647
1524.215,3.202
1524.225,2.565
1524.235,1.733
1524.245,1.262
1524.255,1.472
1524.265,2.31
1524.275,3.29
1524.285,3.581
1524.295,3.09
1524.305,2.33
1524.315,1.81
1524.325,1.581
1524.335,1.387
1524.345,1.206
1524.355,1.265
1524.365,1.852
1524.375,2.764
1524.385,3.457
1524.395,3.488
1524.405,2.504
1524.415,1.476
1524.425,1.113
1524.435,1.056
1524.445,1.031
1524.455,1.078
1524.465,1.386
1524.475,1.785
1524.485,2.036
1524.495,2.118
1524.505,1.998
1524.515,1.771
1524.525,1.516
1524.535,1.251
1524.545,1.086
1524.555,1.041
1524.565,1.019
1524.575,1.09
1524.585,1.421
1524.595,2.005
1524.605,2.568
1524.615,2.829
1524.625,2.793
1524.635,2.946
1524.645,3.596
1524.655,4.468
1524.665,4.874
1524.675,4.657
1524.685,4.116
1524.695,3.363
1524.705,2.691
1524.715,2.276
1524.725,2.177
1524.735,2.336
1524.745,2.363
1524.755,2.125
1524.765,1.58
1524.775,1.234
1524.785,1.201
1524.795,1.37
1524.805,1.704
1524.815,2.217
1524.825,3.031
1524.835,4.154
1524.845,4.771
1524.855,4.237
1524.865,3.0
1524.875,2.066
1524.885,1.755
1524.895,1.499
1524.905,1.526
1524.915,1.832
1524.925,1.904
1524.935,1.594
1524.945,1.315
1524.955,1.482
1524.965,1.986
1524.975,2.948
1524.985,3.798
1524.995,4.714
1525.005,5.348
1525.015,4.205
1525.025,2.681
1525.035,1.28
1525.045,0.93
1525.055,1.132
1525.065,1.539
1525.075,2.019
1525.085,2.499
1525.095,2.813
1525.105,2.921
1525.115,2.823
1525.125,2.632
1525.135,2.424
1525.145,1.883
1525.195,1.416
1525.205,1.303
1525.215,1.304
1525.225,1.023
1525.235,0.716
1525.245,0.688
1525.255,0.834
1525.265,1.004
1525.275,1.204
1525.285,1.327
1525.295,1.373
1525.305,1.237
1525.315,0.932
1525.325,0.799
1525.335,0.969
1525.345,1.397
1525.355,2.114
1525.365,2.724
1525.375,2.849
1525.385,2.21
1525.395,1.689
1525.405,1.599
1525.415,1.953
1525.425,2.592
1525.435,3.676
1525.445,4.539
1525.455,4.778
1525.465,4.675
1525.475,4.343
1525.485,3.937
1525.495,3.677
1525.505,3.514
1525.515,3.166
1525.525,2.532
1525.535,1.983
1525.545,1.535
1525.555,1.464
1525.565,1.729
1525.575,2.173
1525.585,2.47
1525.595,2.431
1525.605,2.393
1525.615,2.345
1525.625,2.47
1525.635,2.339
1525.645,1.94
1525.655,1.766
1525.665,1.887
1525.675,2.219
1525.685,2.749
1525.695,3.302
1525.705,3.316
1525.715,2.622
1525.725,1.915
1525.735,1.739
1525.745,1.975
1525.755,2.054
1525.765,1.909
1525.775,1.569
1525.785,1.075
1525.795,0.932
1525.805,1.021
1525.815,1.21
1525.825,1.585
1525.835,2.182
1525.845,2.969
1525.855,3.838
1525.865,4.577
1525.875,4.008
1525.885,2.629
1525.895,1.405
1525.905,1.03
1525.915,1.265
1525.925,1.578
1525.935,1.903
1525.945,2.141
1525.955,2.062
1525.965,1.84
1525.975,1.718
1525.985,1.783
1525.995,1.872
1526.005,1.754
1526.015,1.371
1526.025,0.95
1526.035,0.911
1526.045,1.366
1526.055,1.689
1526.065,2.306
1526.075,3.166
1526.085,3.791
1526.095,3.866
1526.105,3.392
1526.115,3.124
1526.125,3.018
1526.135,2.665
1526.145,2.146
1526.155,2.021
1526.165,2.145
1526.175,2.18
1526.185,2.205
1526.195,2.428
1526.205,2.801
1526.215,2.924
1526.225,2.554
1526.235,2.257
1526.245,2.679
1526.255,3.019
1526.265,2.803
1526.275,2.203
1526.285,1.79
1526.295,1.772
1526.305,2.089
1526.315,2.571
1526.325,2.95
1526.335,3.276
1526.345,3.141
1526.355,2.97
1526.365,2.76
1526.375,2.211
1526.385,1.665
1526.395,1.568
1526.405,2.354
1526.415,3.218
1526.425,3.741
1526.435,3.392
1526.445,2.32
1526.455,1.607
1526.465,1.177
1526.475,1.07
1526.485,1.045
1526.495,0.991
1526.505,0.978
1526.515,0.94
1526.525,0.857
1526.535,0.943
1526.545,1.155
1526.555,1.275
1526.565,1.38
1526.575,1.374
1526.585,1.355
1526.595,1.284
1526.605,1.212
1526.615,1.196
1526.625,1.307
1526.635,1.496
1526.645,1.668
1526.655,1.7
1526.665,1.453
1526.675,1.109
1526.685,0.948
1526.695,1.214
1526.705,1.768
1526.715,2.284
1526.725,3.168
1526.735,3.41
1526.745,3.629
1526.755,3.578
1526.765,3.701
1526.775,3.14
1526.785,2.478
1526.795,1.943
1526.805,1.673
1526.815,1.335
1526.825,0.945
1526.835,0.764
1526.845,0.834
1526.855,1.22
1526.865,1.907
1526.875,2.752
1526.885,3.435
1526.895,4.069
1526.905,4.508
1526.915,4.734
1526.925,4.932
1526.935,5.129
1526.945,4.629
1526.955,3.594
1526.965,2.775
1526.975,2.48
1526.985,2.297
1526.995,1.961
1527.005,1.673
1527.015,1.719
1527.025,2.294
1527.035,2.814
1527.045,2.752
1527.055,2.336
1527.065,2.011
1527.075,1.903
1527.085,1.697
1527.095,1.534
1527.105,1.335
1527.115,1.075
1527.125,0.855
1527.135,0.788
1527.145,0.976
1527.155,1.208
1527.165,1.428
1527.175,1.584
1527.185,1.607
1527.195,1.685
1527.205,1.69
1527.215,1.537
1527.225,1.595
1527.235,1.911
1527.245,2.26
1527.255,2.417
1527.265,2.15
1527.275,1.598
1527.285,1.249
1527.295,1.209
1527.305,1.503
1527.315,2.057
1527.325,2.607
1527.335,2.718
1527.345,2.241
1527.355,1.426
1527.365,0.869
1527.375,0.738
1527.385,0.911
1527.395,1.262
1527.405,1.843
1527.415,2.495
1527.425,2.846
1527.435,2.698
1527.445,2.43
1527.455,2.525
1527.465,3.025
1527.475,3.497
1527.485,3.569
1527.495,3.572
1527.505,3.221
1527.515,2.757
1527.525,2.287
1527.535,2.219
1527.545,2.101
1527.555,1.998
1527.565,2.078
1527.575,2.72
1527.585,3.651
1527.595,4.338
1527.605,3.848
1527.615,2.783
1527.625,1.998
1527.635,1.898
1527.645,2.057
1527.655,2.315
1527.665,2.681
1527.675,2.767
1527.685,2.298
1527.695,1.615
1527.705,1.289
1527.715,1.832
1527.725,2.784
1527.735,3.842
1527.745,4.996
1527.755,5.192
1527.765,4.33
1527.775,3.184
1527.785,2.783
1527.795,2.693
1527.805,2.185
1527.815,1.634
1527.825,1.254
1527.835,1.191
1527.845,1.457
1527.855,1.839
1527.865,1.983
1527.875,1.806
1527.885,1.595
1527.895,1.563
1527.905,1.446
1527.915,1.206
1527.925,1.041
1527.935,0.965
1527.945,0.869
1527.955,0.824
1527.965,1.023
1527.975,1.381
1527.985,1.653
1527.995,1.77
1528.005,1.688
1528.015,1.577
1528.025,1.447
1528.035,1.309
1528.045,1.283
1528.055,1.388
1528.065,1.507
1528.075,1.5
1528.085,1.313
1528.095,0.954
1528.105,0.726
1528.115,0.756
1528.125,1.015
1528.135,1.481
1528.145,2.223
1528.155,2.831
1528.165,3.058
1528.175,3.063
1528.185,3.028
1528.195,2.96
1528.205,2.736
1528.215,2.114
1528.225,1.442
1528.235,1.166
1528.245,1.141
1528.255,1.194
1528.265,1.439
1528.275,1.755
1528.285,1.827
1528.295,1.792
1528.305,1.982
1528.315,2.399
1528.325,2.713
1528.335,2.712
1528.345,2.445
1528.355,2.039
1528.365,1.855
1528.375,1.801
1528.385,1.349
1528.395,0.921
1528.405,0.513
1528.415,0.484
1528.425,0.573
1528.435,0.71
1528.445,0.878
1528.455,1.035
1528.465,1.062
1528.475,1.066
1528.485,1.169
1528.495,1.13
1528.505,0.928
1528.515,0.811
1528.525,0.757
1528.535,0.806
1528.545,0.96
1528.555,1.313
1528.565,1.724
1528.575,1.926
1528.585,2.206
1528.595,2.228
1528.605,1.965
1528.615,1.589
1528.625,1.449
1528.635,1.542
1528.645,1.624
1528.655,1.576
1528.665,1.409
1528.675,1.162
1528.685,0.846
1528.695,0.636
1528.705,0.757
1528.715,1.012
1528.725,1.192
1528.735,1.467
1528.745,1.843
1528.755,2.251
1528.765,2.592
1528.775,2.598
1528.785,2.233
1528.795,1.773
1528.805,1.392
1528.815,1.537
1528.825,1.779
1528.835,1.971
1528.845,2.33
1528.855,2.679
1528.865,2.895
1528.875,2.807
1528.885,2.592
1528.895,2.403
1528.905,2.064
1528.915,1.71
1528.925,1.682
1528.935,1.753
1528.945,1.652
1528.955,1.621
1528.965,1.936
1528.975,2.283
1528.985,2.313
1528.995,2.425
1529.005,2.891
1529.015,3.217
1529.025,3.066
1529.035,2.724
1529.045,2.119
1529.055,1.47
1529.065,0.921
1529.075,0.777
1529.095,0.836
1529.105,1.064
1529.115,1.482
1529.125,2.073
1529.135,2.686
1529.145,2.95
1529.155,2.936
1529.165,2.839
1529.175,2.657
1529.185,2.156
1529.195,1.878
1529.205,1.942
1529.215,2.03
1529.225,1.85
1529.235,1.646
1529.245,1.737
1529.255,1.983
1529.265,2.109
1529.275,2.136
1529.285,2.087
1529.295,1.732
1529.305,1.31
1529.315,1.193
1529.325,1.334
1529.335,1.38
1529.345,1.326
1529.355,1.409
1529.365,1.658
1529.375,1.827
1529.385,1.839
1529.395,1.68
1529.405,1.502
1529.415,1.35
1529.425,1.527
1529.435,2.06
1529.445,2.212
1529.455,2.397
1529.465,3.018
1529.475,3.63
1529.485,3.166
1529.495,2.357
1529.505,1.681
1529.515,1.129
1529.525,1.058
1529.535,1.174
1529.545,1.174
1529.555,1.012
1529.565,0.765
1529.575,0.618
1529.585,0.708
1529.595,0.924
1529.605,1.165
1529.615,1.485
1529.625,1.756
1529.635,1.809
1529.645,1.687
1529.655,1.498
1529.665,1.515
1529.675,1.693
1529.685,1.745
1529.695,1.585
1529.705,1.416
1529.715,1.597
1529.725,2.065
1529.735,2.289
1529.795,1.387
1529.805,1.389
1529.815,1.671
1529.825,2.058
1529.835,2.248
1529.845,2.198
1529.855,2.025
1529.865,1.882
1529.875,1.848
1529.885,1.74
1529.895,1.606
1529.905,1.716
1529.915,2.366
1529.925,3.029
1529.935,2.521
1529.945,1.516
1529.955,1.049
1529.965,0.96
1529.975,1.327
1529.985,1.756
1530.005,1.922
1530.015,1.78
1530.025,1.555
1530.035,1.297
1530.045,0.879
1530.055,0.666
1530.065,0.743
1530.075,0.921
1530.085,1.069
1530.095,1.344
1530.105,1.786
1530.115,2.299
1530.125,2.509
1530.135,2.388
1530.145,2.101
1530.155,1.814
1530.165,1.613
1530.175,1.761
1530.185,2.449
1530.195,3.603
1530.205,4.693
1530.215,4.854
1530.225,3.993
1530.235,2.655
1530.245,1.672
1530.255,1.222
1530.265,1.008
1530.275,1.025
1530.285,1.025
1530.295,1.081
1530.305,1.306
1530.315,1.96
1530.325,3.044
1530.335,4.13
1530.345,4.818
1530.355,4.376
1530.365,3.183
1530.375,2.197
1530.385,1.281
1530.395,0.836
1530.405,0.81
1530.415,0.899
1530.425,1.003
1530.435,1.187
1530.445,1.405
1530.455,1.733
1530.465,2.167
1530.475,2.367
1530.485,2.409
1530.495,2.244
1530.505,1.987
1530.515,1.852
1530.525,1.815
1530.535,1.871
1530.545,2.063
1530.555,2.172
1530.565,1.976
1530.575,1.471
1530.585,1.1
1530.595,1.172
1530.605,1.729
1530.615,2.351
1530.625,2.709
1530.635,2.545
1530.645,1.848
1530.655,1.264
1530.665,0.898
1530.675,0.889
1530.685,1.138
1530.695,1.494
1530.705,2.078
1530.715,2.762
1530.725,3.103
1530.735,2.76
1530.745,1.934
1530.755,1.637
1530.765,1.668
1530.775,1.638
1530.785,1.485
1530.795,1.32
1530.805,1.299
1530.815,1.505
1530.825,1.861
1530.835,2.403
1530.845,3.175
1530.855,4.101
1530.865,4.974
1530.875,4.783
1530.885,4.021
1530.895,2.964
1530.905,2.066
1530.915,1.517
1530.925,1.33
1530.935,1.395
1530.945,1.63
1530.955,2.136
1530.965,2.795
1530.975,3.457
1530.985,4.085
1530.995,4.074
1531.005,3.429
1531.015,2.675
1531.025,2.461
1531.035,2.301
1531.045,1.767
1531.055,1.115
1531.065,0.855
1531.075,0.817
1531.085,0.964
1531.095,1.182
1531.105,1.24
1531.115,1.574
1531.125,2.136
1531.135,2.756
1531.145,2.753
1531.155,2.377
1531.165,2.149
1531.175,2.09
1531.185,2.041
1531.195,1.725
1531.205,1.267
1531.215,1.021
1531.225,1.036
1531.235,1.456
1531.245,2.198
1531.255,2.96
1531.265,3.886
1531.275,4.599
1531.285,4.753
1531.295,4.578
1531.305,3.983
1531.315,3.387
1531.325,2.861
1531.335,2.489
1531.345,2.226
1531.355,1.8
1531.365,1.563
1531.375,1.65
1531.385,1.936
1531.395,2.413
1531.405,2.656
1531.415,2.572
1531.425,2.5
1531.435,2.492
1531.445,2.307
1531.455,2.046
1531.465,1.642
1531.475,1.208
1531.485,1.049
1531.495,1.052
1531.505,1.14
1531.515,1.204
1531.525,1.307
1531.535,1.501
1531.545,1.844
1531.555,2.347
1531.565,2.765
1531.575,2.847
1531.585,2.57
1531.595,2.12
1531.605,1.419
1531.615,0.892
1531.625,0.792
1531.635,0.937
1531.645,1.394
1531.655,1.536
1531.665,1.527
1531.675,1.442
1531.685,1.378
1531.695,1.149
1531.705,0.893
1531.715,0.758
1531.725,0.715
1531.735,0.696
1531.745,0.88
1531.755,1.268
1531.765,1.63
1531.775,2.115
1531.785,2.742
1531.795,3.106
1531.805,3.169
1531.815,2.822
1531.825,2.355
1531.835,1.825
1531.845,1.713
1531.855,1.937
1531.865,2.19
1531.875,2.119
1531.885,1.673
1531.895,1.183
1531.905,0.847
1531.915,0.671
1531.925,0.638
1531.935,0.671
1531.945,0.818
1531.955,1.032
1531.965,1.182
1531.975,1.227
1531.985,1.109
1531.995,0.933
1532.005,0.791
1532.015,0.756
1532.025,0.795
1532.035,0.866
1532.045,0.949
1532.055,1.071
1532.065,1.228
1532.075,1.44
1532.085,1.631
1532.095,1.799
1532.105,2.021
1532.115,2.213
1532.125,2.341
1532.135,2.331
1532.145,2.128
1532.155,1.812
1532.165,1.524
1532.175,1.226
1532.185,1.113
1532.195,1.292
1532.205,1.612
1532.215,2.144
1532.225,2.677
1532.235,2.83
1532.245,3.017
1532.255,3.066
1532.265,3.052
1532.275,2.824
1532.285,2.202
1532.295,1.787
1532.305,1.411
1532.315,1.206
1532.325,1.054
1532.335,1.629
1532.345,2.785
1532.355,4.019
1532.365,4.525
1532.375,4.304
1532.385,3.706
1532.395,3.345
1532.405,3.145
1532.415,3.235
1532.425,3.855
1532.435,3.69
1532.445,2.228
1532.455,1.184
1532.465,1.012
1532.475,1.269
1532.485,1.905
1532.495,2.562
1532.505,2.876
1532.515,2.866
1532.525,2.664
1532.535,2.349
1532.545,2.025
1532.555,1.463
1532.565,1.108
1532.575,1.117
1532.585,1.252
1532.595,1.51
1532.615,1.812
1532.625,1.896
1532.635,1.691
1532.645,1.444
1532.655,1.322
1532.665,1.205
1532.675,1.217
1532.685,1.358
1532.695,1.538
1532.705,1.632
1532.715,1.496
1532.725,1.181
1532.735,0.904
1532.745,0.877
1532.755,1.083
1532.765,1.324
1532.775,1.592
1532.785,1.787
1532.795,1.982
1532.805,2.087
1532.815,1.922
1532.825,1.707
1532.835,1.75
1532.845,2.277
1532.855,2.855
1532.865,3.199
1532.875,2.963
1532.885,2.508
1532.895,2.152
1532.905,1.695
1532.915,1.343
1532.925,1.272
1532.935,1.584
1532.945,1.929
1532.955,2.191
1532.965,2.392
1532.975,2.674
1532.985,2.981
1532.995,2.748
1533.005,2.172
1533.015,1.646
1533.025,1.429
1533.035,1.511
1533.055,1.603
1533.065,1.983
1533.075,2.809
1533.085,3.401
1533.095,3.691
1533.105,3.517
1533.115,3.062
1533.125,2.707
1533.135,2.23
1533.145,1.738
1533.155,1.401
1533.165,1.437
1533.175,1.63
1533.185,2.059
1533.195,2.573
1533.205,3.07
1533.215,3.602
1533.225,3.789
1533.235,3.552
1533.245,3.21
1533.255,2.727
1533.265,1.995
1533.275,1.258
1533.285,0.942
1533.295,1.077
1533.305,1.826
1533.315,2.91
1533.325,3.899
1533.335,4.734
1533.345,4.438
1533.355,3.652
1533.365,2.915
1533.375,2.359
1533.385,1.951
1533.395,1.579
1533.405,1.228
1533.415,1.151
1533.425,1.332
1533.435,1.531
1533.445,1.904
1533.455,2.764
1533.465,3.584
1533.475,4.041
1533.485,3.865
1533.495,3.3
1533.505,2.948
1533.515,2.531
1533.525,2.357
1533.535,2.073
1533.545,1.398
1533.555,0.85
1533.565,0.797
1533.575,0.974
1533.585,1.19
1533.595,1.306
1533.605,1.229
1533.615,0.935
1533.625,0.664
1533.635,0.64
1533.655,0.541
1533.665,0.475
1533.675,0.484
1533.685,0.788
1533.695,1.215
1533.705,1.698
1533.715,2.305
1533.725,2.959
1533.735,3.159
1533.745,3.025
1533.795,3.029
1533.805,4.709
1533.815,7.838
1533.825,11.229
1533.835,14.091
1533.845,14.353
1533.855,12.806
1533.865,12.346
1533.875,11.504
1533.885,9.767
1533.895,7.162
1533.905,4.843
1533.915,2.839
1533.925,1.873
1533.935,2.286
1533.945,3.241
1533.955,3.911
1533.965,4.131
1533.975,3.941
1533.985,3.852
1533.995,3.105
1534.005,2.648
1534.015,2.213
1534.025,1.358
1534.035,0.98
1534.045,0.995
1534.055,1.162
1534.065,1.469
1534.075,1.956
1534.085,1.991
1534.095,1.601
1534.105,1.247
1534.115,1.377
1534.125,1.585
1534.135,1.529
1534.145,1.411
1534.155,1.476
1534.165,1.727
1534.175,1.954
1534.185,2.237
1534.195,3.142
1534.205,4.556
1534.215,5.635
1534.225,5.599
1534.235,4.004
1534.255,2.653
1534.265,1.941
1534.275,1.723
1534.285,1.396
1534.295,0.932
1534.305,0.601
1534.315,0.615
1534.325,1.053
1534.335,1.785
1534.345,2.542
1534.355,3.875
1534.365,5.411
1534.375,6.191
1534.385,5.748
1534.395,4.898
1534.405,4.159
1534.415,3.789
1534.425,2.999
1534.435,1.672
1534.445,1.001
1534.455,0.998
1534.465,1.126
1534.475,1.436
1534.485,2.235
1534.495,3.158
1534.505,4.012
1534.515,4.437
1534.525,4.386
1534.535,4.173
1534.545,4.364
1534.555,4.14
1534.565,2.894
1534.575,1.679
1534.585,1.472
1534.595,1.761
1534.605,1.988
1534.615,2.354
1534.625,3.052
1534.635,3.548
1534.645,3.345
1534.655,2.242
1534.665,1.381
1534.675,1.357
1534.685,1.787
1534.695,2.207
1534.705,2.418
1534.715,2.611
1534.725,2.718
1534.735,2.837
1534.745,2.761
1534.755,2.498
1534.765,2.246
1534.775,2.005
1534.785,1.866
1534.795,1.615
1534.805,1.488
1534.815,1.163
1534.825,0.991
1534.835,1.138
1534.845,1.468
1534.855,1.633
1534.865,1.758
1534.875,1.653
1534.885,1.459
1534.895,1.282
1534.905,1.276
1534.915,1.36
1534.925,1.232
1534.935,1.024
1534.945,0.952
1534.955,1.281
1534.965,1.712
1534.975,2.191
1534.985,2.504
1534.995,2.851
1535.005,2.933
1535.015,2.896
1535.025,2.786
1535.035,2.768
1535.045,2.542
1535.055,2.297
1535.065,2.052
1535.075,1.926
1535.085,1.976
1535.095,2.265
1535.105,2.719
1535.125,2.658
1535.135,2.537
1535.145,2.799
1535.155,3.173
1535.165,3.4
1535.175,3.425
1535.185,3.483
1535.195,3.725
1535.205,3.741
1535.215,3.617
1535.225,3.485
1535.235,3.467
1535.245,3.271
1535.255,2.662
1535.265,1.97
1535.275,1.718
1535.285,2.033
1535.295,2.68
1535.305,2.923
1535.315,2.735
1535.325,2.511
1535.335,2.298
1535.345,1.987
1535.355,1.65
1535.365,1.481
1535.375,1.366
1535.385,1.611
1535.395,2.145
1535.405,2.564
1535.415,2.453
1535.425,2.208
1535.435,2.297
1535.445,2.631
1535.455,2.694
1535.465,2.344
1535.475,1.858
1535.485,1.456
1535.495,1.287
1535.505,1.479
1535.515,1.686
1535.525,2.136
1535.535,2.646
1535.545,3.054
1535.555,2.898
1535.565,2.176
1535.575,1.536
1535.585,1.135
1535.595,0.778
1535.605,0.63
1535.615,0.629
1535.625,0.654
1535.635,0.781
1535.645,0.987
1535.655,1.345
1535.665,1.852
1535.675,2.467
1535.685,3.132
1535.695,3.869
1535.705,4.283
1535.715,3.849
1535.725,3.376
1535.735,3.359
1535.745,3.121
1535.755,2.138
1535.765,1.076
1535.775,1.014
1535.785,1.165
1535.795,1.429
1535.805,1.693
1535.815,1.939
1535.825,2.101
1535.835,1.867
1535.845,1.214
1535.855,0.747
1535.865,0.72
1535.875,0.992
1535.885,1.211
1535.895,1.213
1535.905,1.121
1535.915,1.109
1535.925,1.102
1535.935,1.206
1535.945,1.29
1535.955,1.416
1535.965,1.76
1535.975,2.087
1535.985,1.985
1535.995,1.75
1536.005,1.656
1536.015,1.831
1536.025,1.922
1536.035,1.907
1536.045,1.944
1536.055,2.311
1536.065,3.459
1536.075,5.303
1536.085,7.455
1536.095,9.053
1536.105,9.261
1536.115,8.043
1536.125,6.055
1536.135,4.475
1536.145,3.352
1536.155,2.524
1536.165,1.86
1536.175,1.813
1536.185,2.487
1536.195,3.505
1536.205,4.071
1536.215,4.267
1536.225,4.108
1536.235,3.703
1536.245,3.126
1536.255,2.794
1536.265,2.699
1536.275,2.364
1536.285,1.599
1536.295,0.963
1536.305,0.834
1536.315,1.137
1536.325,1.634
1536.335,2.335
1536.345,3.035
1536.355,2.81
1536.365,2.384
1536.375,2.2
1536.385,2.084
1536.395,2.098
1536.405,2.143
1536.415,2.118
1536.425,1.748
1536.435,1.342
1536.445,1.121
1536.455,1.208
1536.465,1.537
1536.475,2.334
1536.485,3.437
1536.495,4.32
1536.505,4.783
1536.515,4.487
1536.525,3.552
1536.535,2.827
1536.545,2.311
1536.555,2.696
1536.565,2.763
1536.575,2.174
1536.585,1.327
1536.595,1.183
1536.605,1.77
1536.615,2.575
1536.625,2.946
1536.635,2.919
1536.645,2.836
1536.655,2.786
1536.665,2.583
1536.675,2.226
1536.685,1.736
1536.695,1.398
1536.705,1.313
1536.715,1.21
1536.725,0.938
1536.735,0.663
1536.745,0.594
1536.805,2.013
1536.815,1.702
1536.825,1.326
1536.835,1.141
1536.845,1.043
1536.855,0.989
1536.865,1.093
1536.875,1.397
1536.885,1.792
1536.895,2.269
1536.905,2.968
1536.915,3.836
1536.925,3.778
1536.935,3.0
1536.945,1.964
1536.955,1.19
1536.965,1.041
1536.975,1.416
1536.985,1.871
1536.995,2.05
1537.005,2.141
1537.015,2.391
1537.025,2.645
1537.035,2.837
1537.045,2.987
1537.055,3.028
1537.065,3.041
1537.075,3.14
1537.085,2.8
1537.095,2.362
1537.105,2.067
1537.115,1.817
1537.125,1.487
1537.135,1.143
1537.145,0.879
1537.155,0.904
1537.165,1.09
1537.175,1.424
1537.185,1.756
1537.195,2.151
1537.205,2.609
1537.215,2.911
1537.225,3.441
1537.235,3.772
1537.245,3.89
1537.255,4.167
1537.265,3.893
1537.275,2.994
1537.285,2.067
1537.295,1.517
1537.305,1.289
1537.315,1.322
1537.325,1.563
1537.335,1.831
1537.345,2.028
1537.355,2.271
1537.365,2.29
1537.375,1.909
1537.385,1.416
1537.395,0.897
1537.405,0.844
1537.415,1.141
1537.425,1.899
1537.435,3.07
1537.445,4.119
1537.455,4.605
1537.465,4.355
1537.475,3.974
1537.485,3.174
1537.495,2.388
1537.505,2.068
1537.515,1.709
1537.525,1.638
1537.535,1.824
1537.545,2.248
1537.555,2.561
1537.565,2.104
1537.575,1.476
1537.585,1.375
1537.595,1.571
1537.605,1.781
1537.615,1.775
1537.625,1.609
1537.635,1.633
1537.645,2.099
1537.655,2.564
1537.665,2.853
1537.675,2.551
1537.685,2.106
1537.695,1.884
1537.705,1.985
1537.715,2.102
1537.725,2.154
1537.735,2.345
1537.745,2.773
1537.755,3.401
1537.765,3.492
1537.775,3.046
1537.785,2.658
1537.795,1.919
1537.805,1.174
1537.815,0.829
1537.825,0.82
1537.835,1.192
1537.845,1.343
1537.855,1.46
1537.865,1.633
1537.875,2.025
1537.885,2.215
1537.895,2.378
1537.905,2.398
1537.915,2.355
1537.925,2.309
1537.935,2.461
1537.945,2.44
1537.955,2.363
1537.965,2.339
1537.975,2.305
1537.985,2.373
1537.995,2.685
1538.005,3.076
1538.015,3.245
1538.025,3.276
1538.035,2.999
1538.045,2.643
1538.055,2.246
1538.065,2.235
1538.075,2.636
1538.085,3.618
1538.095,4.658
1538.105,4.784
1538.115,4.29
1538.125,4.171
1538.135,4.043
1538.145,3.385
1538.155,2.564
1538.165,1.608
1538.175,0.967
1538.185,0.969
1538.195,1.043
1538.205,1.056
1538.215,0.943
1538.225,0.842
1538.235,0.884
1538.245,1.068
1538.255,1.314
1538.265,1.688
1538.275,2.029
1538.285,2.246
1538.295,2.248
1538.305,2.144
1538.315,1.889
1538.325,1.838
1538.335,1.468
1538.345,1.275
1538.355,1.676
1538.365,2.372
1538.375,3.257
1538.385,3.743
1538.395,3.88
1538.415,3.412
1538.425,2.906
1538.435,2.905
1538.445,2.933
1538.455,3.152
1538.465,3.386
1538.475,3.619
1538.485,4.078
1538.495,4.488
1538.505,4.525
1538.515,4.449
1538.525,4.505
1538.535,4.591
1538.545,4.253
1538.555,3.551
1538.565,3.071
1538.575,2.848
1538.585,2.865
1538.595,2.751
1538.605,2.779
1538.615,3.183
1538.625,4.705
1538.635,6.83
1538.645,8.371
1538.655,8.136
1538.665,6.728
1538.675,5.602
1538.685,5.199
1538.695,4.561
1538.705,3.349
1538.715,1.975
1538.725,1.238
