Depth,Na
1961.265,12.452
1961.275,10.261
1961.285,9.0
1961.295,8.55
1961.305,8.243
1961.315,9.449
1961.325,10.509
1961.335,12.123
1961.345,13.387
1961.355,14.818
1961.365,14.456
1961.375,12.773
1961.385,12.011
1961.395,11.759
1961.405,11.492
1961.415,12.945
1961.425,15.861
1961.435,19.444
1961.445,21.28
1961.455,23.486
1961.465,31.513
1961.475,43.202
1961.485,57.051
1961.495,63.232
1961.505,61.467
1961.515,51.62
1961.525,29.425
1961.535,12.602
1961.545,5.847
1961.555,3.368
1961.565,3.066
1961.575,3.809
1961.585,4.806
1961.595,6.18
1961.605,7.214
1961.615,8.526
1961.625,10.914
1961.635,12.191
1961.645,12.848
1961.655,14.323
1961.665,14.767
1961.675,14.215
1961.685,11.645
1961.695,9.326
1961.705,7.897
1961.715,7.249
1961.725,6.68
1961.735,5.829
1961.745,5.437
1961.755,5.716
1961.765,5.864
1961.775,5.946
1961.785,5.761
1961.795,5.364
1961.805,5.52
1961.815,6.032
1961.825,6.476
1961.835,6.86
1961.845,6.791
1961.855,6.092
1961.865,5.749
1961.875,5.775
1961.885,6.676
1961.895,8.696
1961.905,11.616
1961.915,14.26
1961.925,15.891
1961.935,17.217
1961.945,19.713
1961.955,21.364
1961.965,23.346
1961.975,21.775
1961.985,20.556
1961.995,22.892
1962.005,27.658
1962.015,35.758
1962.025,40.435
1962.035,41.166
1962.045,41.509
1962.055,37.402
1962.065,28.295
1962.075,22.057
1962.085,16.826
1962.095,12.764
1962.105,10.142
1962.115,9.14
1962.125,10.883
1962.135,13.647
1962.145,18.789
1962.155,23.073
1962.165,24.083
1962.175,22.14
1962.185,13.342
1962.195,10.7
1962.205,9.879
1962.215,11.313
1962.225,13.957
1962.235,15.302
1962.245,16.057
1962.255,15.095
1962.265,12.992
1962.275,10.177
1962.285,9.288
1962.295,9.451
1962.305,9.489
1962.315,8.407
1962.325,7.151
1962.335,5.729
1962.345,4.511
1962.355,4.268
1962.365,3.94
1962.375,4.054
1962.385,4.568
1962.395,5.488
1962.405,7.029
1962.415,8.132
1963.565,3.378
1963.575,3.591
1963.585,4.972
1963.595,7.037
1963.605,10.19
1963.615,14.429
1963.625,18.196
1963.635,18.609
1963.645,16.494
1963.655,12.091
1963.665,8.738
1963.675,6.484
1963.685,5.846
1963.695,7.294
1963.705,9.42
1963.715,13.729
1963.725,22.148
1963.735,30.049
1963.745,32.987
1963.755,32.596
1963.765,31.933
1963.775,29.229
1963.785,25.626
1963.795,20.868
1963.805,15.889
1963.815,11.953
1963.825,11.143
1963.835,14.255
1963.845,20.17
1963.855,27.223
1963.865,35.651
1963.875,36.668
1963.885,35.159
1963.895,31.465
1963.905,25.624
1963.915,18.142
1963.925,13.48
1963.935,11.492
1963.945,10.334
1963.955,9.229
1963.965,8.254
1963.975,7.979
1963.985,8.726
1963.995,10.248
1964.005,13.982
1964.015,19.088
1964.025,21.8
1964.035,23.937
1964.045,21.661
1964.055,18.715
1964.065,15.79
1964.075,12.47
1964.085,11.549
1964.095,13.727
1964.105,17.341
1964.115,18.041
1964.125,14.883
1964.135,11.038
1964.145,9.293
1964.155,8.423
1964.165,8.004
1964.175,8.67
1964.185,8.572
1964.195,7.725
1964.205,6.428
1964.215,6.166
1964.225,7.334
1964.235,8.732
1964.245,10.462
1964.255,11.753
1964.265,12.352
1964.275,12.345
1964.285,11.7
1964.295,11.138
1964.305,11.051
1964.315,11.977
1964.325,13.617
1964.335,17.097
1964.345,19.891
1964.355,21.573
1964.365,20.688
1964.375,18.358
1964.385,15.139
1964.395,14.234
1964.405,18.274
1964.415,25.712
1964.425,30.972
1964.435,35.962
1964.445,35.744
1964.455,35.333
1964.465,28.696
1964.475,18.593
1964.485,11.83
1964.495,11.219
1964.505,13.664
1964.515,15.878
1964.525,19.528
1964.535,23.716
1964.545,27.121
1964.555,24.867
1964.565,21.844
1964.575,18.296
1964.585,15.011
1964.595,16.899
1964.605,14.59
1964.615,8.627
1964.625,8.12
1964.635,7.016
1964.645,5.612
1964.655,5.035
1964.665,4.992
1964.675,5.388
1964.685,5.621
1964.695,6.174
1964.705,6.733
1964.715,7.8
1964.725,9.46
1964.735,11.146
1964.745,11.375
1964.755,11.416
1964.765,13.226
1964.775,16.315
1964.785,18.462
1964.805,17.112
1964.815,15.758
1964.825,11.648
1964.835,8.196
1964.845,5.241
1964.855,3.492
1964.865,4.129
1964.875,6.29
1964.885,10.118
1964.895,13.974
1964.905,17.316
1964.915,18.523
1964.925,14.76
1964.935,10.49
1964.945,7.29
1964.955,5.805
1964.965,5.435
1964.975,5.386
1964.985,5.877
1964.995,8.03
1965.005,10.893
1965.015,12.318
1965.025,14.081
1965.035,14.359
1965.045,11.99
1965.055,8.779
1965.065,7.036
1965.075,7.712
1965.085,9.579
1965.095,12.747
1965.105,17.366
1965.115,22.736
1965.125,26.15
1965.135,26.862
1965.145,26.64
1965.155,21.586
1965.165,16.66
1965.175,11.272
1965.185,8.261
1965.195,7.255
1965.205,9.4
1965.215,13.056
1965.225,16.669
1965.235,19.862
1965.245,19.821
1965.255,17.059
1965.265,12.96
1965.275,10.326
1965.285,9.895
1965.295,8.548
1965.305,7.656
1965.315,7.604
1965.325,7.816
1965.335,8.457
1965.345,10.137
1965.355,11.693
1965.365,13.062
1965.375,14.397
1965.385,14.211
1965.395,12.612
1965.405,9.925
1965.415,6.132
1965.425,3.367
1965.435,2.645
1965.445,3.778
1965.455,5.588
1965.465,7.814
1965.475,10.704
1965.485,12.295
1965.495,12.125
1965.505,10.853
1965.515,8.916
1965.525,8.303
1965.535,8.165
1965.545,7.264
1965.555,6.142
1965.565,5.408
1965.575,5.465
1965.585,6.343
1965.595,6.579
1965.605,6.967
1965.615,7.192
1965.625,6.566
1965.635,5.472
1965.645,4.642
1965.655,4.799
1965.665,5.736
1965.675,7.22
1965.685,8.86
1965.695,10.291
1965.705,11.685
1965.715,12.793
1965.725,14.514
1965.735,15.133
1965.745,15.576
1965.755,13.519
1965.765,10.376
1965.775,8.403
1965.785,7.151
1965.795,6.142
1965.805,7.008
1965.815,8.864
1965.825,11.084
1965.835,12.541
1965.845,13.391
1965.855,12.948
1965.865,10.333
1965.875,8.227
1965.885,6.401
1965.895,5.342
1965.905,5.293
1965.915,5.776
1965.925,6.595
1965.935,7.161
1965.945,7.058
1965.955,6.254
1965.965,5.487
1965.975,5.207
1965.985,5.341
1965.995,6.033
1966.005,6.648
1966.015,7.257
1966.025,8.005
1966.035,9.527
1966.055,16.844
1966.065,24.799
1966.075,33.543
1966.085,39.595
1966.095,36.488
1966.105,27.115
1966.115,21.326
1966.125,16.824
1966.135,15.15
1966.145,14.796
1966.155,15.809
1966.165,19.218
1966.175,23.625
1966.185,28.323
1966.195,24.507
1966.245,22.987
1966.255,21.063
1966.265,17.907
1966.275,17.089
1966.285,18.728
1966.295,22.159
1966.305,26.048
1966.315,28.843
1966.325,28.961
1966.335,25.202
1966.345,18.956
1966.355,13.163
1966.365,9.29
1966.375,7.027
1966.385,6.465
1966.395,6.826
1966.405,7.586
1966.415,8.539
1966.425,8.742
1966.435,7.787
1966.445,6.446
1966.455,5.476
1966.465,5.226
1966.475,5.429
1966.485,6.371
1966.495,7.598
1966.505,8.792
1966.515,10.36
1966.525,11.977
1966.535,12.576
1966.545,12.963
1966.555,13.483
1966.565,14.128
1966.575,15.811
1966.585,17.803
1966.595,19.231
1966.605,18.472
1966.615,15.535
1966.625,12.006
1966.635,10.122
1966.645,10.527
1966.655,12.488
1966.665,14.677
1966.675,15.414
1966.685,14.664
1966.695,13.237
1966.705,11.031
1966.715,8.916
1966.725,8.018
1966.735,8.215
1966.745,9.137
1966.755,9.821
1966.765,10.848
1966.775,12.757
1966.785,15.524
1966.795,18.121
1966.805,19.021
1966.815,19.46
1966.825,19.135
1966.835,16.478
1966.845,12.688
1966.855,11.095
1966.865,11.874
1966.875,13.739
1966.885,14.754
1966.895,13.764
1966.905,11.859
1966.915,10.947
1966.925,11.006
1966.935,11.427
1966.945,11.31
1966.955,10.136
1966.965,9.544
1966.975,10.267
1966.985,12.115
1966.995,14.569
1967.005,16.735
1967.015,18.902
1967.025,19.616
1967.035,18.263
1967.045,17.399
1967.055,18.055
1967.065,21.85
1967.075,28.067
1967.085,34.998
1967.095,38.392
1967.105,34.777
1967.115,25.15
1967.125,16.332
1967.135,11.088
1967.145,8.802
1967.155,8.43
1967.165,8.774
1967.175,9.673
1967.185,11.213
1967.195,13.959
1967.205,19.313
1967.215,25.837
1967.225,32.057
1967.235,37.301
1967.245,39.395
1967.255,34.976
1967.265,25.84
1967.275,18.673
1967.285,14.841
1967.295,16.099
1967.305,20.268
1967.315,24.944
1967.325,26.305
1967.335,22.662
1967.345,15.705
1967.355,9.917
1967.365,7.862
1967.375,6.895
1967.385,5.747
1967.395,5.317
1967.405,5.558
1967.415,5.966
1967.425,6.938
1967.435,7.993
1967.445,10.22
1967.455,13.981
1967.465,16.689
1967.475,17.471
1967.485,16.769
1967.495,14.001
1967.505,10.126
1967.515,7.308
1967.525,6.415
1967.535,6.634
1967.545,7.815
1967.555,9.298
1967.565,10.792
1967.575,11.623
1967.585,11.365
1967.595,11.688
1967.605,14.444
1967.615,16.55
1967.625,22.197
1967.635,29.112
1967.645,35.45
1967.655,35.87
1967.665,29.552
1967.675,21.171
1967.685,15.012
1967.695,12.209
1967.705,12.274
1967.715,13.283
1967.725,14.159
1967.735,15.482
1967.745,16.904
1967.755,18.807
1967.765,20.196
1967.775,19.563
1967.785,16.829
1967.795,13.322
1967.805,10.59
1967.815,9.13
1967.825,8.804
1967.835,9.371
1967.845,10.1
1967.855,10.798
1967.865,11.174
1967.875,11.857
1967.885,13.506
1967.895,15.229
1967.905,16.652
1967.915,16.635
1967.925,15.592
1967.935,14.029
1967.945,12.369
1967.955,10.627
1967.965,9.867
1967.975,10.284
1967.985,11.232
1967.995,12.294
1968.005,12.604
1968.015,12.449
1968.025,11.891
1968.035,11.751
1968.045,11.944
1968.055,11.255
1968.065,9.673
1968.075,7.708
1968.085,6.375
1968.095,6.458
1968.105,7.467
1968.115,9.075
1968.125,10.944
1968.135,12.356
1968.145,13.484
1968.155,14.147
1968.165,15.126
1968.175,16.186
1968.185,15.804
1968.195,13.661
1968.205,10.982
1968.215,8.644
1968.225,7.747
1968.235,7.677
1968.245,8.422
1968.255,9.542
1968.265,9.765
1968.275,9.405
1968.285,8.704
1968.295,7.854
1968.305,7.82
1968.315,8.893
1968.325,10.392
1968.335,12.731
1968.345,17.532
1968.355,23.286
1968.365,26.667
1968.375,26.504
1968.385,22.928
1968.395,16.979
1968.405,12.006
1968.415,7.894
1968.425,6.156
1968.435,6.313
1968.445,8.033
1968.455,10.817
1968.465,13.706
1968.475,15.056
1968.485,15.785
1968.495,17.112
1968.505,18.459
1968.515,19.103
1968.525,19.064
1968.535,18.043
1968.545,15.3
1968.555,12.376
1968.565,11.608
1968.575,13.005
1968.585,14.821
1968.595,15.95
1968.605,15.233
1968.615,12.336
1968.625,8.617
1968.635,6.237
1968.645,5.794
1968.655,6.036
1968.665,6.677
1968.675,7.127
1968.685,7.612
1968.695,8.693
1968.705,10.336
1968.715,10.8
1968.725,11.601
1968.735,14.368
1968.745,18.656
1968.755,23.216
1968.765,28.257
1968.775,30.349
1968.785,26.868
1968.795,19.406
1968.805,11.754
1968.815,7.745
1968.825,7.937
1968.835,9.968
1968.845,12.589
1968.855,15.812
1968.865,18.483
1968.875,19.938
1968.885,20.502
1968.895,20.096
1968.905,19.812
1968.915,18.544
1968.925,15.682
1968.935,12.989
1968.945,11.604
1968.955,12.085
1968.965,12.746
1968.975,12.087
1968.985,10.29
1968.995,7.734
1969.005,5.624
1969.015,5.044
1969.025,5.773
1969.035,8.442
1969.045,10.591
1969.055,10.644
1969.065,10.773
1969.075,10.492
1969.085,11.042
1969.095,13.634
1969.105,17.912
1969.115,23.4
1969.125,28.172
1969.135,29.336
1969.145,28.953
1969.155,25.951
1969.165,21.058
1969.175,16.697
1969.185,13.751
1969.195,12.457
1969.205,13.063
1969.215,14.939
1969.225,15.864
1969.235,16.137
1969.245,15.024
1969.255,12.943
1969.265,10.188
1969.275,8.015
1969.285,7.129
1969.295,7.163
1969.305,8.12
1969.315,9.779
1969.325,10.929
1969.335,11.177
1969.345,10.685
1969.355,8.867
1969.365,6.987
1969.375,6.486
1969.385,6.887
1969.395,7.414
1969.405,8.57
1969.415,10.479
1969.425,12.808
1969.435,13.966
1969.445,12.935
1969.455,10.806
1969.465,8.439
1969.475,6.999
1969.485,7.033
1969.495,8.333
1969.505,9.789
1969.515,11.599
1969.525,12.974
1969.535,13.745
1969.545,13.254
1969.555,11.418
1969.565,10.251
1969.575,11.24
1969.585,14.069
1969.595,17.058
1969.605,18.938
1969.615,18.699
1969.625,16.689
1969.635,14.241
1969.645,12.493
1969.655,11.14
1969.665,10.114
1969.675,9.337
1969.685,8.829
1969.695,8.536
1969.705,8.679
1969.715,9.427
1969.725,10.722
1969.735,13.263
1969.745,16.422
1969.755,19.595
1969.765,20.882
1969.775,18.334
1969.785,13.994
1969.795,10.524
1969.805,8.323
1969.815,8.09
1969.825,9.184
1969.835,11.323
1969.845,14.091
1969.855,17.758
1969.865,22.038
1969.875,27.281
1969.885,31.425
1969.895,31.374
1969.905,27.58
1969.915,21.474
1969.925,15.772
1969.935,12.509
1969.945,13.421
1969.955,16.113
1969.965,19.857
1969.995,24.541
1970.005,32.273
1970.015,40.509
1970.025,49.059
1970.035,51.656
1970.045,49.316
1970.055,44.175
1970.065,41.104
1970.075,44.176
1970.085,50.702
1970.095,54.585
1970.105,54.812
1970.115,52.218
1970.125,46.135
1970.135,39.49
1970.145,35.778
1970.155,33.268
1970.165,30.707
1970.175,27.932
1970.185,25.52
1970.195,23.291
1970.205,21.483
1970.215,18.38
1970.225,15.903
1970.235,14.797
1970.245,13.991
1970.255,13.673
1970.265,13.583
1970.275,12.872
1970.285,11.831
1970.295,10.249
1970.305,8.117
1970.315,6.333
1970.325,5.013
1970.335,4.742
1970.345,5.187
1970.355,6.05
1970.365,7.259
1970.375,8.623
1970.385,9.744
1970.395,11.001
1970.405,11.788
1970.415,12.266
1970.425,13.03
1970.435,14.483
1970.445,17.533
1970.455,20.93
1970.465,22.299
1970.475,21.276
1970.485,18.767
1970.495,14.926
1970.505,12.36
1970.515,11.977
1970.525,12.423
1970.535,11.843
1970.545,10.949
1970.555,9.593
1970.565,8.06
1970.575,8.358
1970.585,9.578
1970.595,10.22
1970.605,10.147
1970.615,9.446
1970.625,9.292
1970.635,9.298
1970.645,9.722
1970.655,9.792
1970.665,10.387
1970.675,11.4
1970.685,12.519
1970.695,13.273
1970.705,13.22
1970.715,12.047
1970.725,10.88
1970.735,9.837
1970.745,9.113
1970.755,8.364
1970.765,7.013
1970.775,6.072
1970.785,5.691
1970.795,5.931
1970.805,6.236
1970.815,6.599
1970.825,7.211
1970.835,7.84
1970.845,8.29
1970.855,8.632
1970.865,8.432
1970.875,7.863
1970.885,7.501
1970.895,7.067
1970.905,6.902
1970.915,7.395
1970.925,7.95
1970.935,8.179
1970.945,9.049
1970.955,10.669
1970.965,13.826
1970.975,17.095
1970.985,18.396
1970.995,17.703
1971.005,16.55
1971.015,16.555
1971.025,19.905
1971.035,25.271
1971.045,30.691
1971.055,33.05
1971.065,30.367
1971.075,23.477
1971.085,16.328
1971.095,11.399
1971.105,9.723
1971.115,8.226
1971.125,6.86
1971.135,6.1
1971.145,5.668
1971.155,6.411
1971.165,7.85
1971.175,10.139
1971.185,12.187
1971.195,13.235
1971.205,13.288
1971.215,12.195
1971.225,11.257
1971.235,11.026
1971.245,12.695
1971.255,17.048
1971.265,22.464
1971.275,29.59
1971.285,34.627
1971.295,35.044
1971.305,30.576
1971.315,23.458
1971.325,18.888
1971.335,21.302
1971.345,30.187
1971.355,41.385
1971.365,61.14
1971.375,84.077
1971.385,97.865
1971.395,104.275
1971.405,98.123
1971.415,82.001
1971.425,62.884
1971.435,45.259
1971.445,31.025
1971.455,19.567
1971.465,12.045
1971.475,10.602
1971.485,13.55
1971.495,17.926
1971.505,23.767
1971.515,27.798
1971.525,28.217
1971.535,25.339
1971.545,21.564
1971.555,17.537
1971.565,14.526
1971.575,12.987
1971.585,13.076
1971.595,13.804
1971.605,14.73
1971.615,15.242
1971.625,14.936
1971.635,13.809
1971.645,12.116
1971.655,12.09
1971.665,13.826
1971.675,15.86
1971.685,16.162
1971.695,14.741
1971.705,12.924
1971.715,11.075
1971.725,9.462
1971.735,7.469
1971.745,6.017
1971.755,5.354
1971.765,5.336
1971.775,5.978
1971.785,6.797
1971.795,7.633
1971.805,7.757
1971.815,7.372
1971.825,7.245
1971.835,6.682
1971.845,5.876
1971.855,4.836
1971.865,4.105
1971.875,4.112
1971.885,4.705
1971.895,5.276
1971.905,6.115
1971.915,7.347
1971.925,8.863
1971.935,10.143
1971.945,10.848
1971.955,10.732
1971.965,10.469
1971.975,11.066
1971.985,12.44
1971.995,17.451
1972.015,26.404
1972.025,32.839
1972.035,34.784
1972.045,33.392
1972.055,29.706
1972.065,24.645
1972.075,20.628
1972.085,20.383
1972.095,22.456
1972.105,24.775
1972.115,26.235
1972.125,29.07
1972.135,34.987
1972.145,40.904
1972.155,47.609
1972.165,43.77
1972.175,34.67
1972.185,32.377
1972.195,19.928
1972.205,7.522
1972.215,8.565
1972.225,9.771
1972.235,10.688
1972.245,10.463
1972.255,9.645
1972.265,8.813
1972.275,8.518
1972.285,8.55
1972.295,8.581
1972.305,8.869
1972.315,8.865
1972.325,8.824
1972.335,9.173
1972.345,9.9
1972.355,10.621
1972.365,11.848
1972.375,13.274
1972.385,13.652
1972.395,13.309
1972.405,11.931
1972.415,10.695
1972.425,11.254
1972.435,13.186
1972.445,15.573
1972.455,17.089
1972.465,16.572
1972.475,13.945
1972.485,11.759
1972.495,11.221
1972.505,11.338
1972.515,11.936
1972.525,12.013
1972.535,11.352
1972.545,10.358
1972.555,9.379
1972.565,9.414
1972.575,10.497
1972.585,11.21
1972.595,10.782
1972.605,10.234
1972.615,9.891
1972.625,10.448
1972.635,12.723
1972.645,15.309
1972.655,18.751
1972.665,21.527
1972.675,23.028
1972.685,22.86
1972.695,22.424
1972.705,22.082
1972.715,21.467
1972.725,19.606
1972.735,17.504
1972.745,14.502
1972.755,12.047
1972.765,11.494
1972.775,12.502
1972.785,16.566
1972.795,23.866
1972.805,31.47
1972.815,37.488
1972.825,38.906
1972.835,32.629
1972.845,23.127
1972.855,15.752
1972.865,11.63
1972.875,9.345
1972.885,7.444
1972.895,5.523
1972.905,4.246
1972.915,4.138
1972.925,4.818
1972.935,5.923
1972.945,7.13
1972.955,7.911
1972.965,7.774
1972.975,7.241
1972.985,6.928
1972.995,7.636
1973.005,9.49
1973.015,11.747
1973.025,15.093
1973.035,18.596
1973.045,20.97
1973.055,21.541
1973.065,19.858
1973.075,15.678
1973.085,12.681
1973.095,11.438
1973.105,12.384
1973.115,15.018
1973.125,18.33
1973.135,21.721
1973.145,24.049
1973.155,23.989
1973.165,21.744
1973.175,17.189
1973.185,13.942
1973.235,8.16
1973.245,9.562
1973.255,10.711
1973.265,10.997
1973.275,10.416
1973.285,9.074
1973.295,8.494
1973.305,9.214
1973.315,10.556
1973.325,11.656
1973.335,12.701
1973.345,13.989
1973.355,17.945
1973.365,26.275
1973.375,35.838
1973.385,43.256
1973.395,45.027
1973.405,40.775
1973.415,31.332
1973.425,23.095
1973.435,17.459
1973.445,16.117
1973.455,16.803
1973.465,16.894
1973.475,16.091
1973.485,16.813
1973.495,19.399
1973.505,22.122
1973.515,23.799
1973.525,25.523
1973.535,27.177
1973.545,28.592
1973.555,30.098
1973.565,28.523
1973.575,23.533
1973.585,19.032
1973.595,17.776
1973.605,17.919
1973.615,18.101
1973.625,18.224
1973.635,17.562
1973.645,16.567
1973.655,16.157
1973.665,16.51
1973.675,15.718
1973.685,14.587
1973.695,14.982
1973.705,17.443
1973.715,19.86
1973.725,20.764
1973.735,18.861
1973.745,15.541
1973.755,12.963
1973.765,12.358
1973.775,11.584
1973.785,10.719
1973.795,9.762
1973.805,8.059
1973.815,7.341
1973.825,8.574
1973.835,11.682
1973.845,15.606
1973.855,17.921
1973.865,18.143
1973.875,16.228
1973.885,12.898
1973.895,10.701
1973.905,9.536
1973.915,10.007
1973.925,14.557
1973.945,24.559
1973.955,34.093
1973.965,38.932
1973.975,37.531
1973.985,30.259
1973.995,22.651
1974.005,15.845
1974.015,12.96
1974.025,13.489
1974.035,15.767
1974.045,18.934
1974.055,21.573
1974.065,21.274
1974.075,17.196
1974.085,12.041
1974.095,9.317
1974.105,8.662
1974.115,10.142
1974.125,13.263
1974.135,17.681
1974.145,22.096
1974.155,28.863
1974.165,36.729
1974.175,41.656
1974.185,45.175
1974.195,43.292
1974.205,34.24
1974.215,23.299
1974.225,16.446
1974.235,12.058
1974.245,10.124
1974.255,10.5
1974.265,13.832
1974.275,19.681
1974.285,25.353
1974.295,32.715
1974.305,38.067
1974.315,38.866
1974.325,34.913
1974.335,25.816
1974.345,16.472
1974.355,12.14
1974.365,10.997
1974.375,11.085
1974.385,11.716
1974.395,12.189
1974.405,12.748
1974.415,15.775
1974.425,21.117
1974.435,26.528
1974.445,34.716
1974.455,42.205
1974.465,43.452
1974.475,38.722
1974.485,27.871
1974.495,17.933
1974.505,12.922
1974.515,10.863
1974.525,10.552
1974.535,10.286
1974.545,9.946
1974.555,9.915
1974.565,9.784
1974.575,9.288
1974.585,8.621
1974.595,7.637
1974.605,5.969
1974.615,4.47
1974.625,3.888
1974.635,4.256
1974.645,5.764
1974.655,8.765
1974.665,12.251
1974.675,14.916
1974.685,16.822
1974.695,17.662
1974.705,16.82
1974.715,15.127
1974.725,13.335
1974.735,12.432
1974.745,12.495
1974.755,12.95
1974.765,13.547
1974.775,14.106
1974.785,14.657
1974.795,14.548
1974.805,14.459
1974.815,14.812
1974.825,14.434
1974.835,12.227
1974.845,10.682
1974.855,10.914
1974.865,12.072
1974.875,13.253
1974.885,13.603
1974.895,12.704
1974.905,10.793
1974.915,8.938
1974.925,7.707
1974.935,7.121
1974.945,6.952
1974.955,7.189
1974.965,8.227
1974.975,9.741
1974.985,12.22
1974.995,14.878
1975.005,16.399
1975.015,17.529
1975.025,17.918
1975.035,17.911
1975.045,18.156
1975.055,18.341
1975.065,18.465
1975.075,18.274
1975.085,18.508
1975.095,20.069
1975.105,22.19
1975.115,23.257
1975.125,22.031
1975.135,18.761
1975.145,15.136
1975.155,11.855
1975.165,9.766
1975.175,9.072
1975.185,8.487
1975.195,7.828
1975.205,7.891
1975.215,8.369
1975.225,9.177
1975.235,9.741
1975.245,10.691
1975.255,12.038
1975.265,15.228
1975.275,20.549
1975.285,26.267
1975.295,31.662
1975.305,35.208
1975.315,33.546
1975.325,30.822
1975.335,29.943
1975.345,34.845
1975.355,42.264
1975.365,49.145
1975.375,52.188
1975.385,47.35
1975.395,38.42
1975.405,28.554
1975.415,21.32
1975.425,15.821
1975.435,11.828
1975.445,9.279
1975.455,7.301
1975.465,6.615
1975.475,6.944
1975.495,7.949
1975.505,8.606
1975.515,8.192
1975.525,6.06
1975.535,5.956
1975.545,6.237
1975.555,7.055
1975.565,8.552
1975.575,10.561
1975.585,12.728
1975.595,14.346
1975.605,14.504
1975.615,13.117
1975.625,11.385
1975.635,9.646
1975.645,8.182
1975.655,6.919
1975.665,6.369
1975.675,6.588
1975.685,7.706
1975.695,10.221
1975.705,12.915
1975.715,14.215
1975.725,14.413
1975.735,12.358
1975.745,9.454
1975.755,7.806
1975.765,6.793
1975.775,6.601
1975.785,7.575
1975.795,9.694
1975.805,11.952
1975.815,13.639
1975.825,14.194
1975.835,14.126
1975.845,13.829
1975.855,14.303
1975.865,16.306
1975.875,18.394
1975.885,19.17
1975.895,18.224
1975.905,14.472
1975.915,10.341
1975.925,8.427
1975.935,8.401
1975.945,9.925
1975.955,11.761
1975.965,14.333
1975.975,17.002
1975.985,17.364
1975.995,16.344
1976.005,14.09
1976.015,11.135
1976.025,8.342
1976.035,5.604
1976.045,4.128
1976.055,3.91
1976.065,5.563
1976.075,9.192
1976.085,13.689
1976.095,19.569
1976.105,26.635
1976.115,30.61
1976.125,29.805
1976.135,25.264
1976.145,19.533
1976.155,13.375
1976.165,10.351
1976.175,10.015
1976.185,11.298
1976.195,13.103
1976.205,14.047
1976.215,14.737
1976.225,14.91
1976.235,14.159
1976.245,12.865
1976.255,11.598
1976.265,10.682
1976.275,11.502
1976.285,14.59
1976.295,19.62
1976.305,26.226
1976.315,34.479
1976.325,39.051
1976.335,35.896
1976.345,25.991
1976.355,15.3
1976.365,10.275
1976.375,8.363
1976.385,7.78
1976.395,8.415
1976.405,9.671
1976.415,11.428
1976.425,13.349
1976.435,14.949
1976.445,15.028
1976.455,13.296
1976.465,10.618
1976.475,8.356
1976.485,6.556
1976.495,5.501
1976.505,4.913
1976.515,4.656
1976.525,4.79
1976.535,5.781
1976.545,7.766
1976.555,9.677
1976.565,11.269
1976.575,12.489
1976.585,12.252
1976.595,10.954
1976.605,9.612
1976.615,8.694
1976.625,10.16
1976.635,13.472
1976.645,18.218
1976.655,24.232
1976.665,31.161
1976.675,39.527
1976.685,45.001
1976.695,43.811
1976.705,34.859
1976.715,22.844
1976.725,14.53
1976.735,9.178
1976.745,6.692
1976.755,5.832
1976.765,6.146
1976.775,8.234
1976.785,10.804
1976.795,13.921
1976.805,16.807
1976.815,18.282
1976.825,18.751
1976.835,18.024
1976.845,15.883
1976.855,13.614
1976.865,11.587
1976.875,9.857
1976.885,8.41
1976.895,6.964
1976.905,5.911
1976.915,5.712
1976.925,6.085
1976.935,7.608
1976.945,10.021
1976.955,12.098
1976.965,13.883
1976.975,15.252
1976.985,15.392
1976.995,14.161
1977.005,12.478
1977.015,11.2
1977.025,10.82
1977.035,11.538
1977.045,13.53
1977.055,14.995
1977.065,14.433
1977.075,13.039
1977.085,10.674
1977.095,7.768
1977.105,6.898
1977.115,7.387
1977.125,8.346
1977.135,9.808
1977.145,11.898
1977.155,13.15
1977.165,13.086
1977.175,13.214
1977.185,13.821
1977.195,14.319
1977.205,14.34
1977.215,13.498
1977.225,11.354
1977.235,8.66
1977.245,6.537
1977.255,5.233
1977.265,4.943
1977.275,5.401
1977.285,6.862
1977.295,9.179
1977.305,10.999
1977.315,11.924
1977.325,11.28
1977.335,9.264
1977.345,7.861
1977.355,7.172
1977.365,7.42
1977.375,8.293
1977.385,10.299
1977.395,13.825
1977.405,17.588
1977.415,19.667
1977.425,19.909
1977.435,17.239
1977.445,12.762
1977.455,9.271
1977.465,7.642
1977.475,7.541
1977.485,8.705
1977.495,10.323
1977.505,11.076
1977.515,10.616
1977.525,9.226
1977.535,7.605
1977.545,6.109
1977.555,4.916
1977.565,4.812
1977.575,5.751
1977.585,7.385
1977.595,9.912
1977.605,12.694
1977.615,14.71
1977.625,16.874
1977.635,18.533
1977.645,20.252
1977.655,20.927
1977.665,20.253
1977.675,18.999
1977.685,18.487
1977.695,18.358
1977.705,18.332
1977.715,17.946
1977.725,16.815
1977.735,14.873
1977.745,12.272
1977.755,9.731
1977.765,7.289
1977.775,6.402
1977.785,6.676
1977.795,8.506
1977.805,9.38
1977.815,9.635
1977.825,10.529
1977.835,12.028
1977.845,13.099
1977.855,13.826
1977.865,14.194
1977.875,13.671
1977.885,11.687
1977.895,9.497
1977.905,7.469
1977.915,6.31
1977.925,5.596
1977.935,5.468
1977.945,5.617
1977.955,5.98
1977.965,7.14
1977.975,9.508
1977.985,12.024
1977.995,14.154
1978.005,15.715
1978.015,15.573
1978.025,13.657
1978.035,10.644
1978.045,8.545
1978.055,8.171
1978.065,9.024
1978.075,11.306
1978.085,13.809
