Depth,Br
1552.975,0.3322
1552.985,0.3107
1552.995,0.7017
1553.005,1.0275
1553.015,1.2733
1553.025,1.198
1553.035,0.9314
1553.045,0.9563
1553.055,1.0753
1553.065,0.8005
1553.075,0.2812
1553.085,0.1196
1553.095,0.1379
1553.105,0.1905
1553.115,0.2004
1553.125,0.1845
1553.135,0.2663
1553.145,0.4113
1553.175,0.3861
1553.185,0.4128
1553.195,0.3549
1553.205,0.2787
1553.215,0.2459
1553.225,0.3123
1553.235,0.3526
1553.245,0.3619
1553.255,0.3493
1553.265,0.2494
1553.275,0.1302
1553.285,0.1921
1553.295,0.3604
1553.305,0.4769
1553.315,0.493
1553.325,0.4155
1553.335,0.5715
1553.345,0.7409
1553.355,0.657
1553.365,0.4156
1553.375,0.0915
1553.405,0.098
1553.415,0.2261
1553.425,0.1975
1553.435,0.1416
1553.445,0.2182
1553.455,0.415
1553.465,0.4445
1553.475,0.4002
1553.485,0.2528
1553.495,0.2572
1553.505,0.3277
1553.515,0.3622
1553.525,0.282
1553.535,0.1736
1553.545,0.1474
1553.555,0.1268
1553.565,0.157
1553.575,0.2849
1553.585,0.2578
1553.605,0.3302
1553.615,0.4387
1553.625,0.4649
1553.635,0.3977
1553.645,0.4876
1553.655,0.8369
1553.665,1.229
1553.675,1.3892
1553.685,1.1492
1553.695,0.8318
1553.705,0.5665
1553.715,0.4535
1553.725,0.3817
1553.735,0.3413
1553.745,0.3881
1553.755,0.4308
1553.765,0.4564
1553.775,0.4741
1553.785,0.4874
1553.795,0.3606
1553.805,0.1823
1553.815,0.2076
1553.825,0.2084
1553.855,0.0949
1553.865,0.0739
1553.885,0.1199
1553.895,0.1577
1553.905,0.1052
1553.915,0.1493
1553.925,0.1329
1553.935,0.0709
1554.005,0.0932
1554.015,0.1578
1554.025,0.1446
1554.105,0.1012
1554.115,0.1254
1554.155,0.1297
1554.165,0.1902
1554.175,0.189
1554.185,0.3658
1554.195,0.3943
1554.205,0.3825
1554.215,0.3986
1554.225,0.3536
1554.235,0.4655
1554.245,0.6203
1554.255,0.4997
1554.265,0.4108
1554.275,0.5735
1554.285,0.6454
1554.295,0.6397
1554.305,0.4467
1554.315,0.2585
1554.325,0.3125
1554.335,0.6285
1554.345,0.5384
1554.355,0.4901
1554.365,0.4769
1554.375,0.5513
1554.385,0.5585
1554.395,0.4349
1554.405,0.2156
1554.415,0.1132
1554.545,0.25
1554.555,0.4185
1554.565,0.3301
1554.575,0.4292
1554.585,0.88
1554.595,1.0164
1554.605,0.677
1554.615,0.5267
1554.625,0.7652
1554.635,0.8152
1554.645,0.6916
1554.655,0.5676
1554.665,0.3298
1554.675,0.4337
1554.685,0.5674
1554.695,0.4155
1554.705,0.2106
1554.715,0.2311
1554.725,0.309
1554.735,0.2869
1554.745,0.2247
1554.755,0.2049
1554.765,0.392
1554.775,0.6554
1554.785,0.6334
1554.795,0.4598
1554.805,0.2515
1554.815,0.3098
1554.825,0.3683
1554.835,0.2585
1554.845,0.0947
1554.865,0.3778
1554.875,0.6483
1554.885,0.6833
1554.895,0.6447
1554.905,0.6806
1554.915,0.6254
1554.925,0.4561
1554.935,0.1438
1554.965,0.2439
1554.975,0.3367
1554.985,0.3184
1554.995,0.2992
1555.005,0.3915
1555.015,0.5183
1555.025,0.526
1555.035,0.4786
1555.045,0.3451
1555.055,0.3178
1555.065,0.2704
1555.075,0.1967
1555.085,0.1018
1555.095,0.1408
1555.105,0.1848
1555.115,0.2904
1555.125,0.3188
1555.135,0.228
1555.145,0.234
1555.155,0.4021
1555.165,0.6121
1555.175,0.7668
1555.185,0.7481
1555.195,0.464
1555.205,0.235
1555.215,0.2239
1555.225,0.1368
1555.235,0.1328
1555.245,0.1538
1555.255,0.2195
1555.265,0.216
1555.275,0.2083
1555.285,0.1334
1555.295,0.2653
1555.305,0.6346
1555.315,0.6771
1555.325,0.4723
1555.345,0.2566
1555.355,0.1326
1555.365,0.1647
1555.375,0.3522
1555.385,0.5011
1555.395,0.702
1555.405,0.7456
1555.415,0.7485
1555.425,0.9503
1555.435,1.1438
1555.445,1.0301
1555.455,0.575
1555.465,0.3295
1555.475,0.432
1555.485,0.4757
1555.495,0.4855
1555.505,0.6981
1555.515,0.948
1555.525,0.9952
1555.535,1.0354
1555.545,1.0132
1555.555,0.9463
1555.565,1.0381
1555.575,1.1798
1555.585,0.7949
1555.595,0.3406
1555.605,0.2871
1555.615,0.2982
1555.625,0.2204
1555.635,0.1928
1555.645,0.2514
1555.655,0.285
1555.665,0.3181
1555.675,0.2554
1555.695,0.0921
1555.705,0.217
1555.715,0.2079
1555.725,0.179
1555.745,0.1228
1555.755,0.2002
1555.765,0.2988
1555.775,0.2105
1555.815,0.0836
1555.825,0.1608
1555.835,0.2997
1555.845,0.2646
1555.855,0.2017
1555.865,0.2204
1555.875,0.4901
1555.885,0.486
1555.895,0.4378
1555.905,0.4065
1555.915,0.3359
1555.925,0.3564
1555.935,0.3639
1555.945,0.4667
1555.955,0.587
1555.965,0.6296
1555.975,0.3846
1555.985,0.1001
1555.995,0.22
1556.005,0.2628
1556.015,0.2582
1556.025,0.2458
1556.035,0.194
1556.045,0.1322
1556.055,0.1243
1556.065,0.2937
1556.075,0.3625
1556.085,0.3576
1556.095,0.1184
1556.115,0.1008
1556.125,0.0963
1556.135,0.1071
1556.145,0.1731
1556.155,0.2033
1556.165,0.2279
1556.175,0.2814
1556.185,0.3084
1556.195,0.2961
1556.205,0.2545
1556.215,0.2986
1556.225,0.2898
1556.235,0.1624
1556.265,0.1819
1556.275,0.2467
1556.285,0.2318
1556.295,0.2408
1556.305,0.2274
1556.315,0.2017
1556.325,0.1898
1556.335,0.1334
1556.345,0.0734
1556.355,0.1399
1556.365,0.2633
1556.375,0.2982
1556.385,0.3818
1556.395,0.4694
1556.405,0.4677
1556.415,0.6811
1556.425,0.6505
1556.435,0.5244
1556.445,0.5554
1556.455,0.5851
1556.465,0.4943
1556.475,0.2005
1556.495,0.1042
1556.505,0.1197
1556.515,0.1312
1556.535,0.0865
1556.545,0.3954
1556.555,0.4031
1556.565,0.2759
1556.575,0.2322
1556.615,0.1976
1556.625,0.1967
1556.635,0.1484
1556.645,0.1339
1556.655,0.2246
1556.665,0.2468
1556.675,0.3062
1556.685,0.2547
1556.695,0.2704
1556.705,0.2197
1556.715,0.1355
1556.725,0.2558
1556.735,0.4789
1556.745,0.5546
1556.755,0.5581
1556.765,0.549
1556.775,0.4333
1556.785,0.6481
1556.795,0.8436
1556.805,0.6602
1556.815,0.2555
1556.825,0.3415
1556.835,0.8549
1556.845,1.1477
1556.855,1.1224
1556.865,0.837
1556.875,0.6259
1556.885,0.4182
1556.895,0.2959
1556.905,0.214
1556.935,0.1688
1556.945,0.2968
1556.955,0.3711
1556.965,0.3778
1556.975,0.4188
1556.985,0.7315
1556.995,1.0571
1557.015,1.0441
1557.025,0.7318
1557.035,0.4633
1557.045,0.2084
1557.075,0.2186
1557.085,0.1914
1557.095,0.2214
1557.105,0.3583
1557.115,0.3423
1557.125,0.385
1557.135,0.5346
1557.145,0.6699
1557.155,0.7201
1557.165,0.5168
1557.175,0.4534
1557.185,0.6154
1557.195,0.4798
1557.205,0.1915
1557.215,0.3136
1557.225,0.6016
1557.235,0.7664
1557.245,0.8397
1557.255,0.6565
1557.265,0.4039
1557.275,0.3075
1557.285,0.2301
1557.295,0.1191
1557.315,0.1658
1557.325,0.2156
1557.335,0.1938
1557.345,0.1224
1557.365,0.2901
1557.375,0.6472
1557.385,0.8894
1557.395,1.0237
1557.405,0.9578
1557.415,0.4878
1557.425,0.2121
1557.435,0.1005
1557.445,0.1791
1557.455,0.1615
1557.465,0.1912
1557.475,0.2213
1557.485,0.267
1557.495,0.3757
1557.505,0.4795
1557.515,0.6496
1557.525,0.8344
1557.535,0.7095
1557.545,0.4643
1557.555,0.2808
1557.565,0.312
1557.575,0.3871
1557.585,0.4163
1557.595,0.5014
1557.605,0.7207
1557.615,0.9197
1557.625,1.1585
1557.635,0.9762
1557.645,0.6774
1557.655,0.3623
1557.665,0.3112
1557.675,0.4513
1557.685,0.6096
1557.695,0.67
1557.705,0.666
1557.715,0.6082
1557.725,0.6296
1557.735,0.5882
1557.745,0.2792
1557.755,0.1434
1557.765,0.1775
1557.775,0.2121
1557.785,0.1667
1557.795,0.1691
1557.805,0.2939
1557.815,0.4859
1557.825,0.4977
1557.835,0.4309
1557.845,0.4063
1557.855,0.5667
1557.865,0.744
1557.875,0.8306
1557.885,0.8825
1557.895,0.585
1557.915,0.414
1557.925,0.3998
1557.935,0.2613
1557.945,0.2311
1557.955,0.177
1557.965,0.1499
1557.975,0.0936
1557.985,0.1236
1557.995,0.1298
1558.035,0.085
1558.045,0.193
1558.055,0.175
1558.065,0.1927
1558.075,0.199
1558.085,0.3555
1558.095,0.5479
1558.105,0.8724
1558.115,0.9472
1558.125,0.9117
1558.135,0.6702
1558.145,0.5424
1558.155,0.4586
1558.165,0.2569
1558.185,0.218
1558.195,0.6738
1558.205,0.7106
1558.215,0.644
1558.225,0.7245
1558.235,0.8691
1558.245,1.123
1558.255,1.2561
1558.265,0.9279
1558.275,0.6416
1558.285,0.4644
1558.295,0.3292
1558.305,0.1545
1558.345,0.1019
1558.385,0.0902
1558.395,0.3051
1558.405,0.2231
1558.415,0.1278
1558.425,0.42
1558.435,0.6819
1558.445,0.7911
1558.455,0.675
1558.465,0.529
1558.475,0.4851
1558.485,0.3559
1558.495,0.2218
1558.505,0.1991
1558.515,0.1137
1558.525,0.2871
1558.535,0.6772
1558.545,1.0604
1558.555,1.1748
1558.565,0.8537
1558.575,0.6476
1558.585,0.5156
1558.595,0.2999
1558.605,0.2089
1558.615,0.1411
1558.625,0.1511
1558.635,0.4008
1558.645,0.5016
1558.655,0.5666
1558.665,0.5523
1558.675,0.7825
1558.685,0.9397
1558.695,0.7355
1558.705,0.3802
1558.715,0.1439
1558.735,0.247
1558.745,0.4061
1558.755,0.4209
1558.765,0.4913
1558.775,0.5185
1558.785,0.625
1558.795,0.6326
1558.805,0.6688
1558.815,0.5106
1558.825,0.3967
1558.835,0.2253
1558.845,0.2618
1558.855,0.2599
1558.865,0.2816
1558.875,0.4327
1558.885,0.4806
1558.895,0.4233
1558.905,0.4013
1558.915,0.4396
1558.925,0.7095
1558.935,0.8254
1558.945,0.5047
1558.955,0.2472
1558.975,0.1849
1558.995,0.1904
1559.005,0.1639
1559.015,0.1436
1559.025,0.2916
1559.035,0.3163
1559.045,0.4025
1559.055,0.5017
1559.065,0.7968
1559.075,1.1485
1559.085,1.041
1559.095,0.6873
1559.105,0.4523
1559.115,0.3146
1559.125,0.1823
1559.135,0.2327
1559.145,0.2551
1559.155,0.3573
1559.165,0.3358
1559.175,0.4855
1559.185,0.8887
1559.195,1.13
1559.205,1.2297
1559.215,1.0137
1559.225,0.7276
1559.235,0.5218
1559.245,0.3627
1559.255,0.2615
1559.265,0.1888
1559.275,0.1165
1559.285,0.1787
1559.295,0.204
1559.305,0.1939
1559.315,0.2207
1559.325,0.4185
1559.335,0.5097
1559.345,0.3906
1559.355,0.3307
1559.365,0.3332
1559.375,0.2607
1559.385,0.1949
1559.395,0.2433
1559.405,0.246
1559.415,0.1618
1559.425,0.1354
1559.435,0.131
1559.445,0.2316
1559.455,0.5225
1559.465,0.6556
1559.475,0.6202
1559.485,0.7538
1559.495,0.8251
1559.505,0.6027
1559.515,0.2748
1559.525,0.1441
1559.535,0.1539
1559.545,0.3503
1559.555,0.392
1559.565,0.3188
1559.575,0.2702
1559.585,0.4153
1559.595,0.4797
1559.605,0.4048
1559.615,0.2712
1559.625,0.25
1559.635,0.1659
1559.645,0.1938
1559.655,0.1803
1559.665,0.1242
1559.685,0.2402
1559.695,0.482
1559.705,0.7953
1559.715,0.7513
1559.725,0.7455
1559.735,0.8263
1559.745,0.6752
1559.765,0.5469
1559.775,0.347
1559.785,0.343
1559.795,0.49
1559.805,0.5857
1559.815,0.6956
1559.825,0.7353
1559.835,0.5431
1559.845,0.2791
1559.855,0.105
1559.865,0.0876
1559.875,0.1957
1559.885,0.2592
1559.895,0.2798
1559.905,0.1093
1559.945,0.1357
1559.955,0.2162
1559.965,0.2345
1559.975,0.2501
1559.985,0.3307
1560.025,0.3908
1560.035,0.698
1560.045,0.7304
1560.055,0.7519
1560.065,0.8993
1560.075,0.8133
1560.085,0.3461
1560.095,0.0907
1560.125,0.2111
1560.135,0.2577
1560.145,0.2831
1560.155,0.1888
1560.195,0.1751
1560.225,0.1157
1560.235,0.2517
1560.245,0.3813
1560.255,0.3757
1560.265,0.3279
1560.275,0.5489
1560.285,0.7072
1560.295,0.6079
1560.305,0.3234
1560.315,0.092
1560.335,0.1452
1560.345,0.2877
1560.355,0.1785
1560.365,0.1101
1560.375,0.1111
1560.385,0.2529
1560.395,0.4145
1560.405,0.4742
1560.415,0.4301
1560.425,0.4604
1560.435,0.7153
1560.445,0.9016
1560.455,0.8647
1560.465,0.615
1560.475,0.5003
1560.485,0.4509
1560.495,0.3599
1560.505,0.2812
1560.515,0.3482
1560.525,0.6393
1560.535,0.9418
1560.545,0.8705
1560.555,0.7884
1560.565,0.3
1560.575,0.2174
1560.585,0.3536
1560.595,0.4013
1560.605,0.2526
1560.615,0.1223
1560.645,0.2521
1560.655,0.3255
1560.665,0.2664
1560.675,0.2267
1560.685,0.2703
1560.695,0.4692
1560.705,0.7743
1560.715,0.7818
1560.725,0.4233
1560.735,0.3828
1560.745,0.3292
1560.765,0.3247
1560.775,0.2945
1560.785,0.4277
1560.795,0.3969
1560.805,0.1152
1560.865,0.1114
1560.875,0.196
1560.885,0.1819
1560.905,0.1328
1560.915,0.3147
1560.925,0.4054
1560.935,0.5708
1560.945,0.4639
1560.955,0.523
1560.965,0.6725
1560.975,0.6574
1560.985,0.3888
1560.995,0.1172
1561.015,0.154
1561.025,0.2671
1561.035,0.1876
1561.045,0.1213
1561.055,0.1238
1561.065,0.2732
1561.075,0.4083
1561.085,0.3511
1561.095,0.19
1561.105,0.2611
1561.115,0.4053
1561.125,0.4003
1561.135,0.2535
1561.145,0.1387
1561.155,0.1173
1561.165,0.186
1561.175,0.2685
1561.185,0.4217
1561.195,0.569
1561.205,0.6343
1561.215,0.6092
1561.225,0.4546
1561.235,0.4614
1561.245,0.5507
1561.255,0.7209
1561.265,0.7869
1561.275,0.6354
1561.285,0.3796
1561.295,0.2367
1561.305,0.3627
1561.315,0.5302
1561.325,0.5282
1561.335,0.4348
1561.345,0.4934
1561.355,0.7676
1561.365,0.8034
1561.375,0.6968
1561.385,0.4376
1561.395,0.4293
1561.405,0.4725
1561.415,0.3481
1561.425,0.2267
1561.435,0.3123
1561.445,0.4084
1561.455,0.4309
1561.465,0.3325
1561.475,0.2286
1561.485,0.2332
1561.495,0.2225
1561.505,0.166
1561.515,0.1467
1561.525,0.0766
1561.535,0.1173
1561.545,0.2381
1561.555,0.1664
1561.575,0.1485
1561.585,0.5414
1561.595,0.8761
1561.605,0.6758
1561.615,0.2182
1561.645,0.1313
1561.655,0.325
1561.665,0.489
1561.675,0.6761
1561.685,0.6626
1561.695,0.3838
1561.705,0.4278
1561.715,0.6445
1561.725,0.5488
1561.735,0.2162
1561.745,0.107
1561.755,0.0997
1561.765,0.1807
1561.775,0.1678
1561.835,0.1408
1561.855,0.092
1561.865,0.1687
1561.875,0.1855
1561.885,0.1294
1561.905,0.1311
1561.915,0.4017
1561.925,0.4893
1561.935,0.4594
1561.945,0.5126
1561.955,0.9868
1561.965,0.9498
1561.975,0.59
1561.985,0.3203
1561.995,0.318
1562.005,0.3178
1562.015,0.2201
1562.025,0.2107
1562.035,0.234
1562.045,0.3021
1562.055,0.3909
1562.065,0.4529
1562.075,0.6524
1562.085,0.7193
1562.095,0.7854
1562.105,0.4573
1562.115,0.1253
1562.185,0.1052
1562.195,0.1257
1562.205,0.157
1562.235,0.1699
1562.245,0.1691
1562.265,0.1633
1562.275,0.4731
1562.285,0.7634
1562.295,0.6962
1562.305,0.6863
1562.315,0.8063
1562.325,0.8601
1562.335,0.6292
1562.345,0.3578
1562.355,0.2936
1562.365,0.3511
1562.375,0.4724
1562.385,0.5725
1562.395,0.5477
1562.405,0.5835
1562.415,0.6524
1562.425,0.5049
1562.435,0.2349
1562.445,0.2037
1562.455,0.302
1562.465,0.2982
1562.475,0.3759
1562.485,0.4446
1562.495,0.3587
1562.505,0.5552
1562.515,0.6704
1562.525,0.6534
1562.535,0.3785
1562.545,0.1392
1562.555,0.1471
1562.565,0.1608
1562.575,0.1502
1562.585,0.125
1562.595,0.1779
1562.605,0.4312
1562.615,0.4264
1562.625,0.327
1562.635,0.3942
1562.645,0.5479
1562.655,0.6297
1562.665,0.6468
1562.675,0.4585
1562.685,0.1743
1562.705,0.1497
1562.715,0.1622
1562.725,0.1128
1562.745,0.274
1562.755,0.5276
1562.765,0.7978
1562.775,1.034
1562.785,1.0761
1562.795,0.8275
1562.805,0.4665
1562.815,0.2902
1562.825,0.1978
1562.835,0.2044
1562.845,0.2362
1562.855,0.2358
1562.865,0.2025
1562.875,0.1379
1562.915,0.2542
1562.925,0.4631
1562.935,0.4703
1562.945,0.3742
1562.955,0.2943
1562.965,0.3148
1562.975,0.3112
1562.985,0.2341
1563.055,0.0851
1563.075,0.0917
1563.085,0.3717
1563.095,0.5953
1563.125,0.7683
1563.135,0.6775
1563.145,0.4728
1563.155,0.3096
1563.165,0.2956
1563.175,0.3047
1563.185,0.3927
1563.195,0.3844
1563.205,0.5413
1563.225,0.6374
1563.235,0.527
1563.245,0.4204
1563.255,0.3495
1563.265,0.2093
1563.295,0.1665
1563.305,0.4062
1563.315,0.4295
1563.325,0.3831
1563.335,0.4959
1563.345,0.6691
1563.355,0.7639
1563.365,0.5015
1563.375,0.4546
1563.385,0.5816
1563.395,0.8358
1563.405,0.7283
1563.415,0.3513
1563.425,0.1747
1563.435,0.2036
1563.445,0.3021
1563.465,0.152
1563.475,0.1362
1563.485,0.3079
1563.495,0.523
1563.505,0.4921
1563.515,0.3915
1563.525,0.1077
1563.535,0.1188
1563.545,0.1724
1563.555,0.2373
1563.565,0.0892
1563.685,0.0717
1563.725,0.1122
1563.735,0.1893
1563.745,0.2688
1563.755,0.2663
1563.765,0.2143
1563.785,0.1188
1563.795,0.2659
1563.805,0.3113
1563.815,0.2563
1563.825,0.2388
1563.835,0.3528
1563.845,0.5936
1563.855,0.7547
1563.865,0.6152
1563.875,0.3211
1563.885,0.1216
1563.905,0.1774
1563.915,0.1063
1563.935,0.1268
1563.945,0.2776
1563.955,0.4813
1563.965,0.4549
1563.975,0.4751
1563.985,0.4111
1563.995,0.2935
1564.005,0.2234
1564.015,0.1749
1564.035,0.1289
1564.045,0.4528
1564.055,0.5595
1564.065,0.6184
1564.075,0.7192
1564.085,0.6207
1564.095,0.5576
1564.105,0.4017
1564.115,0.3786
1564.135,0.3823
1564.145,0.3468
1564.155,0.2456
1564.165,0.3326
1564.175,0.6078
1564.185,0.5379
1564.195,0.5952
1564.205,0.6098
1564.215,0.2989
1564.225,0.2093
1564.235,0.2678
1564.245,0.2781
1564.255,0.1897
1564.265,0.1536
1564.275,0.2178
1564.285,0.3414
1564.295,0.3091
1564.305,0.2988
1564.315,0.4381
1564.325,0.505
1564.335,0.6006
1564.345,0.3374
1564.395,0.1455
1564.405,0.2076
1564.415,0.2869
1564.425,0.5394
1564.435,0.7107
1564.445,0.57
1564.455,0.4983
1564.465,0.5919
1564.475,0.8192
1564.485,0.8541
1564.495,0.5338
1564.505,0.3266
1564.515,0.4254
1564.525,0.3743
1564.535,0.2287
1564.545,0.1955
1564.555,0.251
1564.565,0.4739
1564.575,0.499
1564.585,0.3028
1564.595,0.2784
1564.605,0.354
1564.615,0.4746
1564.625,0.6676
1564.635,0.6858
1564.645,0.4202
1564.655,0.1657
1564.665,0.1911
1564.675,0.2699
1564.685,0.3352
1564.695,0.313
1564.705,0.3233
1564.715,0.516
1564.725,0.6771
1564.735,0.6717
1564.745,0.6209
1564.755,0.3382
1564.765,0.2512
1564.775,0.2613
1564.785,0.1918
1564.795,0.1382
1564.815,0.2304
1564.825,0.4266
1564.835,0.4196
1564.845,0.3508
1564.855,0.5211
1564.865,0.6363
1564.875,0.58
1564.885,0.6069
1564.895,0.5375
1564.905,0.3335
1564.915,0.0973
1564.935,0.2121
1564.945,0.2907
1564.955,0.255
1564.965,0.1584
1564.975,0.1646
1564.985,0.1393
1564.995,0.3656
1565.005,0.4586
1565.015,0.4714
1565.025,0.3472
1565.035,0.2826
1565.045,0.228
1565.065,0.2329
1565.075,0.2412
1565.085,0.2903
1565.095,0.2555
1565.105,0.2222
1565.115,0.1934
1565.125,0.3586
1565.135,0.443
1565.145,0.4508
1565.155,0.45
1565.165,0.3451
1565.175,0.1555
1565.185,0.1066
1565.225,0.3303
1565.235,0.4265
1565.245,0.3379
1565.255,0.252
1565.265,0.3091
1565.275,0.5458
1565.285,0.4726
1565.295,0.2081
1565.305,0.0882
1565.315,0.2281
1565.325,0.3811
1565.335,0.4495
1565.345,0.4516
1565.355,0.4004
1565.365,0.4305
1565.375,0.4986
1565.385,0.3991
1565.395,0.3059
1565.405,0.206
1565.415,0.1598
1565.425,0.1945
1565.435,0.2781
1565.445,0.2012
1565.485,0.1281
1565.495,0.3323
1565.505,0.2907
1565.515,0.2187
1565.525,0.2128
1565.535,0.265
1565.545,0.3087
1565.555,0.3375
1565.565,0.4326
1565.575,0.3957
1565.585,0.4551
1565.595,0.3534
1565.605,0.1581
1565.615,0.1434
1565.625,0.214
1565.635,0.401
1565.645,0.3879
1565.655,0.3583
1565.665,0.3306
1565.675,0.3875
1565.685,0.5016
1565.695,0.7606
1565.705,0.7466
1565.715,0.4357
1565.725,0.1886
1565.735,0.1069
1565.745,0.1991
1565.755,0.1997
1565.765,0.1925
1565.775,0.1956
1565.785,0.1954
1565.795,0.4507
1565.805,0.5537
1565.815,0.348
1565.825,0.0914
1565.835,0.1013
1565.845,0.1012
1565.855,0.1349
1565.865,0.1947
1565.875,0.1661
1565.885,0.229
1565.895,0.3456
1565.905,0.6413
1565.915,0.5881
1565.925,0.5979
1565.935,0.5964
1565.945,0.5856
1565.955,0.4699
1565.965,0.525
1565.975,0.4176
1565.985,0.2904
1565.995,0.2189
1566.005,0.3549
1566.025,0.5375
1566.035,0.7333
1566.045,0.9904
1566.055,1.119
1566.065,0.9324
1566.075,0.6131
1566.085,0.415
1566.095,0.4928
1566.105,0.4903
1566.115,0.4162
1566.125,0.4008
1566.135,0.2987
1566.175,0.5082
1566.185,0.5603
1566.195,0.6067
1566.205,0.4689
1566.215,0.3497
1566.225,0.3561
1566.235,0.3674
1566.245,0.3491
1566.255,0.387
1566.265,0.4045
1566.275,0.3523
1566.285,0.4156
1566.295,0.6801
1566.305,0.6242
1566.315,0.3459
1566.325,0.2418
1566.335,0.2685
1566.345,0.1898
1566.355,0.1402
1566.395,0.0974
1566.405,0.3101
1566.415,0.448
1566.425,0.2654
1566.435,0.1965
1566.445,0.2853
1566.455,0.3415
1566.465,0.304
1566.475,0.2079
1566.485,0.1656
1566.495,0.2616
1566.515,0.3222
1566.525,0.3352
1566.535,0.2549
1566.545,0.2568
1566.555,0.2852
1566.565,0.2486
1566.575,0.1624
1566.585,0.0922
1566.595,0.1469
1566.605,0.2003
1566.615,0.3974
1566.625,0.5141
1566.635,0.6804
1566.645,0.9419
1566.655,1.0994
1566.665,1.2269
1566.675,0.8161
1566.685,0.2181
1566.705,0.1219
1566.715,0.2454
1566.725,0.2721
1566.735,0.1392
1566.755,0.1206
1566.765,0.3644
1566.775,0.4623
1566.785,0.4924
1566.795,0.4566
1566.805,0.4515
1566.815,0.4965
1566.825,0.3923
1566.835,0.4122
1566.845,0.3232
1566.855,0.2155
1566.865,0.1524
1566.875,0.2217
1566.885,0.3718
1566.895,0.4027
1566.905,0.2734
1566.915,0.248
1566.925,0.4048
1566.935,0.5807
1566.955,0.4252
1566.985,0.0979
1566.995,0.1197
1567.015,0.1018
1567.025,0.22
1567.045,0.2853
1567.055,0.2571
1567.065,0.1827
1567.075,0.2514
1567.085,0.3047
1567.095,0.3103
1567.135,0.1593
1567.145,0.381
1567.155,0.4629
1567.165,0.2491
1567.175,0.1667
1567.205,0.15
1567.215,0.1648
1567.225,0.1781
1567.235,0.186
1567.245,0.3577
1567.255,0.5806
1567.265,0.6531
1567.275,0.5988
1567.285,0.4132
1567.295,0.2608
1567.305,0.3873
1567.315,0.2856
1567.355,0.2172
1567.365,0.2962
1567.375,0.2438
1567.385,0.3375
1567.395,0.3571
1567.405,0.4357
1567.415,0.4416
1567.425,0.4043
1567.435,0.4744
1567.445,0.5373
1567.455,0.5078
1567.465,0.5066
1567.475,0.5246
1567.485,0.5212
1567.495,0.4279
1567.505,0.3628
1567.515,0.3559
1567.525,0.5563
1567.535,0.7121
1567.545,0.6397
1567.555,0.5342
1567.565,0.5639
1567.575,0.653
1567.585,0.5962
1567.605,0.3329
1567.645,0.1064
1567.655,0.1639
1567.665,0.1598
1567.675,0.1935
1567.685,0.3348
1567.695,0.4446
1567.705,0.6648
1567.715,0.8198
1567.725,0.9773
1567.735,0.8183
1567.745,0.7596
1567.755,0.5675
1567.765,0.3866
1567.775,0.3743
1567.825,0.6589
1567.835,0.6144
1567.845,0.5143
1567.855,0.4029
1567.865,0.2457
1567.875,0.2007
1567.885,0.1426
1567.895,0.161
1567.905,0.2048
1567.915,0.3221
1567.925,0.4422
1567.935,0.5047
1567.945,0.5702
1567.955,0.6502
1567.965,0.6694
1567.975,0.6679
1567.985,0.5965
1567.995,0.4334
1568.005,0.3389
1568.015,0.3458
1568.025,0.3788
1568.035,0.3802
1568.045,0.3662
1568.055,0.3865
1568.065,0.31
1568.075,0.3569
1568.085,0.3768
1568.095,0.417
1568.105,0.5483
1568.115,0.5526
1568.125,0.7433
1568.135,0.6547
1568.145,0.6199
1568.155,0.5839
1568.165,0.4021
1568.175,0.3128
1568.185,0.347
1568.195,0.4545
1568.205,0.5846
1568.215,0.6366
1568.225,0.7367
1568.235,0.8811
1568.245,0.8935
1568.255,0.7497
1568.265,0.5844
1568.275,0.4456
1568.285,0.3566
1568.295,0.2581
1568.305,0.2584
1568.315,0.4
1568.325,0.5712
1568.335,0.4571
1568.345,0.4177
1568.355,0.6467
1568.365,0.7117
1568.375,0.6439
1568.385,0.6107
1568.395,0.6384
1568.405,0.6852
1568.415,0.604
1568.425,0.4661
1568.435,0.3259
1568.445,0.2839
1568.455,0.2605
1568.465,0.273
1568.475,0.5337
1568.485,0.8343
1568.495,0.9702
1568.505,0.9468
1568.515,0.9689
1568.525,0.9416
1568.535,0.7863
1568.545,0.5936
1568.555,0.4272
1568.565,0.242
1568.575,0.2676
1568.585,0.3397
1568.595,0.3198
1568.605,0.2975
1568.615,0.3096
1568.625,0.302
1568.635,0.328
1568.645,0.3535
1568.655,0.3805
1568.665,0.3733
1568.675,0.3332
1568.685,0.3068
1568.695,0.3466
1568.705,0.3194
1568.725,0.4182
1568.735,0.4426
1568.745,0.5582
1568.755,0.5229
1568.765,0.5235
1568.775,0.505
1568.785,0.4889
1568.795,0.4964
1568.805,0.4729
1568.815,0.4485
1568.825,0.5197
1568.835,0.6414
1568.845,0.7266
1568.865,0.7743
1568.875,0.7136
1568.885,0.5019
1568.895,0.3766
1568.905,0.4404
1568.915,0.5211
1568.925,0.5327
1568.935,0.6504
1568.945,0.6612
1568.955,0.6081
1568.965,0.4351
1568.975,0.3162
1568.985,0.2674
1568.995,0.2585
1569.005,0.2857
1569.015,0.3033
1569.025,0.4183
1569.035,0.4651
1569.045,0.497
1569.055,0.4768
1569.065,0.5938
1569.075,0.6235
1569.085,0.51
1569.095,0.3973
1569.105,0.2221
1569.115,0.2203
